City_ID,City,Lat,Lng,Current Description,Max Temp,Humidity,Cloudiness,Wind Speed,Country
1043,Chupaca,-12.0667,-75.2833,broken clouds,46.47,78,71,1.9,PE
1044,Lom Sak,16.7798,101.2422,few clouds,87.69,70,20,9.22,TH
1045,Esperance,-33.8667,121.9,light rain,70.45,49,35,12.37,AU
1046,Taos,36.4072,-105.5731,clear sky,54.0,43,0,4.61,US
1047,Ahipara,-35.1667,173.1667,overcast clouds,58.66,66,100,10.0,NZ
1048,Strelka,58.0728,93.0344,clear sky,70.02,36,1,7.81,RU
1049,Lillesand,58.2488,8.3778,broken clouds,52.34,93,75,4.61,NO
1050,Port Blair,11.6667,92.75,light rain,77.04,94,100,8.05,IN
1051,Paamiut,61.994,-49.6678,light snow,32.72,96,100,15.19,GL
1052,Port Hardy,50.6996,-127.4199,broken clouds,51.98,82,75,5.75,CA
1053,Sehithwa,-20.4667,22.7167,clear sky,43.05,70,0,4.85,BW
1054,Maragogi,-9.0122,-35.2225,scattered clouds,75.2,82,37,11.48,BR
1055,Talcahuano,-36.7167,-73.1167,overcast clouds,51.48,93,100,2.3,CL
1056,Ranot,7.7777,100.3213,moderate rain,88.0,65,98,10.42,TH
1057,Licheng,23.2955,113.8284,overcast clouds,81.72,75,100,5.53,CN
1058,Gandu,-13.7439,-39.4867,scattered clouds,62.55,100,39,3.15,BR
1059,Tura,25.5198,90.2201,clear sky,85.77,59,5,4.85,IN
1060,Caravelas,-17.7125,-39.2481,broken clouds,68.56,81,57,6.04,BR
1061,Leshukonskoye,64.8989,45.7622,snow,30.56,89,100,15.55,RU
1062,Kushiro,42.975,144.3747,light intensity shower rain,54.55,94,75,9.22,JP
1063,Nabire,-3.3667,135.4833,broken clouds,85.1,72,84,4.43,ID
1064,Lagos,6.5833,3.75,overcast clouds,75.52,89,99,2.48,NG
1065,Hammerfest,70.6634,23.6821,broken clouds,48.65,61,75,3.44,NO
1066,Kjopsvik,68.097,16.3742,broken clouds,48.07,81,69,6.11,NO
1067,Bowen,-20.0167,148.2333,broken clouds,77.88,64,69,10.63,AU
1068,Pangnirtung,66.1451,-65.7125,light snow,20.19,96,100,9.1,CA
1069,Dunedin,-45.8742,170.5036,scattered clouds,54.81,48,25,8.01,NZ
1070,Nova Olimpia,-14.7972,-57.2881,broken clouds,63.43,61,58,2.28,BR
1071,Nueve De Julio,-35.4444,-60.8831,overcast clouds,50.13,76,86,7.85,AR
1072,Peniche,39.3558,-9.3811,few clouds,61.09,89,15,10.36,PT
1073,Lanzhou,36.0564,103.7922,scattered clouds,79.83,28,43,8.34,CN
1074,Rioblanco,3.5308,-75.6806,scattered clouds,60.01,94,32,5.17,CO
1075,Malangali,-8.5667,34.85,broken clouds,62.53,69,60,5.77,TZ
1076,Cranbourne,-38.1,145.2833,clear sky,68.97,60,0,3.0,AU
1077,Watsa,3.0372,29.5355,overcast clouds,64.67,97,91,0.72,CD
1078,San Rafael Del Sur,11.8485,-86.4384,overcast clouds,74.37,83,95,7.23,NI
1079,Pisco,-13.7,-76.2167,mist,62.65,82,100,0.0,PE
1080,Kandrian,-6.2167,149.55,light rain,84.09,72,40,3.6,PG
1081,Puri,19.8,85.85,broken clouds,86.52,71,53,11.88,IN
1082,Imbituba,-28.24,-48.6703,overcast clouds,58.86,99,100,5.97,BR
1083,Flinders,-34.5833,150.8552,moderate rain,61.05,81,98,4.9,AU
1084,Buchanan,5.8808,-10.0467,moderate rain,75.43,93,100,7.9,LR
1085,Bereda,43.2686,-7.5406,broken clouds,55.58,98,72,2.66,ES
1086,Havre-Saint-Pierre,50.2334,-63.5986,overcast clouds,50.36,100,100,3.44,CA
1087,Massakory,12.996,15.7293,broken clouds,83.32,16,69,8.61,TD
1088,Port Hedland,-20.3167,118.5667,broken clouds,84.25,70,75,9.22,AU
1089,Alibag,18.6411,72.8792,broken clouds,87.87,63,51,11.14,IN
1090,Cabo Rojo,18.0866,-67.1457,broken clouds,78.98,83,52,1.01,PR
1091,Chernyshevskiy,63.0128,112.4714,broken clouds,64.11,35,57,5.59,RU
1092,Mugma,23.7667,86.7333,clear sky,95.18,36,0,2.42,IN
1093,Gigmoto,13.7796,124.39,broken clouds,83.53,75,57,7.14,PH
1094,Shelburne,44.0787,-80.2041,overcast clouds,40.6,82,97,7.45,CA
1095,Goderich,43.7501,-81.7165,overcast clouds,44.92,81,99,2.3,CA
1096,Rio Grande,-32.035,-52.0986,few clouds,56.25,87,18,7.31,BR
1097,Te Anau,-45.4167,167.7167,clear sky,46.13,81,6,3.94,NZ
1098,Raga,8.4596,25.678,overcast clouds,77.85,63,99,1.9,SS
1099,Souillac,-20.5167,57.5167,scattered clouds,75.58,78,40,10.36,MU
1100,Lompoc,34.6391,-120.4579,overcast clouds,53.74,84,100,9.22,US
1101,Hit,33.6416,42.8251,broken clouds,77.05,20,64,24.43,IQ
1102,Viedma,-40.8135,-62.9967,few clouds,46.33,89,19,7.87,AR
1103,Gat,31.61,34.7642,clear sky,67.41,100,4,16.42,IL
1104,Harper,4.375,-7.7169,light rain,76.26,88,100,5.68,LR
1105,Maybole,55.355,-4.6803,overcast clouds,50.76,93,100,8.05,GB
1106,Northam,51.0333,-4.2167,broken clouds,53.38,92,79,6.71,GB
1107,Santo Antonio Do Ica,-3.1022,-67.9397,light rain,71.35,99,23,1.1,BR
1108,Nishihara,26.1842,127.7558,light intensity drizzle,74.48,89,100,13.8,JP
1109,Caidian,30.5833,114.0333,clear sky,80.73,45,6,4.52,CN
1110,Kahului,20.8947,-156.47,scattered clouds,80.62,69,40,24.16,US
1111,Quatre Cocos,-20.2078,57.7625,clear sky,75.31,67,10,11.79,MU
1112,Tautira,-17.7333,-149.15,few clouds,79.81,75,22,13.67,PF
1113,Half Moon Bay,37.4636,-122.4286,mist,62.89,78,0,23.02,US
1114,Sudak,44.85,34.9667,broken clouds,57.18,68,62,11.18,UA
1115,Natal,-5.795,-35.2094,broken clouds,75.85,94,75,8.05,BR
1116,Huarmey,-10.0681,-78.1522,clear sky,64.26,89,7,7.27,PE
1117,Semenivka,52.1783,32.5818,broken clouds,45.77,72,56,8.77,UA
1118,Consolacion Del Sur,22.5047,-83.5136,clear sky,75.56,88,8,3.42,CU
1119,Shihezi,44.3,86.0333,overcast clouds,77.31,33,100,17.43,CN
1120,Makokou,0.5738,12.8642,light rain,68.68,99,94,3.18,GA
1121,Den Helder,52.9599,4.7593,overcast clouds,58.98,78,100,9.22,NL
1122,Maracas,-13.4411,-40.4308,clear sky,56.26,94,10,5.93,BR
1123,Malkerns,-26.5667,31.1833,light rain,56.55,93,100,3.74,SZ
1124,Baykit,61.67,96.37,clear sky,70.45,31,4,5.37,RU
1125,Sabang,5.8933,95.3214,overcast clouds,83.89,76,98,21.74,ID
1126,Vagur,61.4732,-6.8119,scattered clouds,47.32,87,43,12.21,FO
1127,Sakaiminato,35.55,133.2333,few clouds,76.93,60,20,11.5,JP
1128,Puerto Ayacucho,5.6639,-67.6236,overcast clouds,74.82,90,100,3.4,VE
1129,Ucluelet,48.9329,-125.5528,overcast clouds,50.09,86,100,4.45,CA
1130,Khakhea,-24.6895,23.494,clear sky,47.79,76,1,4.65,BW
1131,Algiers,36.7525,3.042,overcast clouds,67.86,76,90,3.74,DZ
1132,Nalut,30.3333,10.85,clear sky,69.58,10,0,9.37,LY
1133,Ust-Karsk,52.7011,118.8077,overcast clouds,50.65,69,98,3.31,RU
1134,Vyselki,45.5794,39.6597,broken clouds,58.51,82,54,9.08,RU
1135,Tiksi,71.6872,128.8694,clear sky,33.08,95,7,4.18,RU
1136,Pangai,-19.8,-174.35,scattered clouds,80.71,74,40,6.91,TO
1137,Alamosa,37.4695,-105.87,light rain,53.58,40,100,8.05,US
1138,Batamshinskiy,50.5594,58.2747,broken clouds,60.62,72,69,28.12,KZ
1139,Fort Nelson,58.8053,-122.7002,broken clouds,54.99,50,75,6.91,CA
1140,Derzhavinsk,51.1,66.3167,overcast clouds,61.92,55,100,28.97,KZ
1141,Ohafia,5.6167,7.8333,overcast clouds,71.8,98,100,0.74,NG
1142,Chicama,-7.8447,-79.1469,few clouds,59.54,84,12,4.81,PE
1143,Hornostayivka,47.0078,33.729,broken clouds,54.46,81,69,13.67,UA
1144,Babol,36.5513,52.679,clear sky,71.67,83,0,0.0,IR
1145,Maniitsoq,65.4167,-52.9,snow,31.84,97,100,31.41,GL
1146,Tromso,69.6496,18.957,light rain,47.37,76,75,2.3,NO
1147,Zhangjiakou,40.81,114.8794,scattered clouds,84.74,17,31,6.6,CN
1148,Teberda,43.4456,41.7448,broken clouds,53.44,66,53,8.14,RU
1149,Saint Anthony,45.0205,-93.218,few clouds,50.72,64,20,4.61,US
1150,Anjiang,27.3194,110.1031,overcast clouds,72.12,80,100,0.83,CN
1151,Doha,25.2867,51.5333,clear sky,93.18,25,0,14.97,QA
1152,Lata,40.1629,-8.3327,overcast clouds,59.92,99,94,2.86,PT
1153,Alghero,40.5589,8.3181,clear sky,53.69,87,0,3.44,IT
1154,Huautla,21.0333,-98.2833,overcast clouds,73.67,91,85,2.68,MX
1155,Port-Gentil,-0.7193,8.7815,broken clouds,77.31,79,81,13.38,GA
1156,Harpenden,51.8168,-0.3571,broken clouds,55.96,90,75,5.75,GB
1157,Nhulunbuy,-12.2333,136.7667,broken clouds,84.81,70,75,13.8,AU
1158,Kristiinankaupunki,62.2743,21.376,overcast clouds,48.09,55,86,6.62,FI
1159,Bambanglipuro,-7.95,110.2833,scattered clouds,88.54,56,50,6.58,ID
1160,Tucurui,-3.7661,-49.6725,broken clouds,71.8,97,61,1.92,BR
1161,Bilma,18.6853,12.9164,broken clouds,82.56,13,60,6.8,NE
1162,Solyanka,46.3889,48.0176,clear sky,64.35,77,0,4.47,RU
1163,Mach,29.8637,67.3298,clear sky,87.57,5,0,13.89,PK
1164,Sebastian,35.1668,-94.2669,overcast clouds,60.08,73,100,4.03,US
1165,Tapes,-30.6733,-51.3958,clear sky,54.59,85,0,3.76,BR
1166,Riviere-Au-Renard,48.9957,-64.3971,light rain,62.89,96,100,17.74,CA
1167,Abha,18.2164,42.5053,clear sky,70.05,24,0,0.0,SA
1168,Butembo,0.15,29.2833,overcast clouds,59.45,94,100,2.66,CD
1169,Ilulissat,69.2167,-51.1,overcast clouds,32.02,93,100,0.0,GL
1170,Kenai,60.5544,-151.2583,clear sky,66.25,22,0,8.05,US
1171,Stokmarknes,68.5646,14.9108,scattered clouds,49.96,93,40,2.3,NO
1172,Beidao,34.5686,105.8933,few clouds,79.23,44,24,2.44,CN
1173,Isla Aguada,18.7833,-91.4667,overcast clouds,79.11,79,97,11.45,MX
1174,Road Town,18.4167,-64.6167,scattered clouds,82.49,79,47,15.99,VG
1175,Halifax,44.6453,-63.5724,overcast clouds,53.53,96,100,6.91,CA
1176,Nemuro,43.3236,145.575,overcast clouds,46.63,91,100,9.51,JP
1177,Santo Andre,-23.6639,-46.5383,clear sky,59.13,78,0,2.3,BR
1178,Thinadhoo,0.5333,72.9333,overcast clouds,84.15,72,96,10.94,MV
1179,Zhigansk,66.7697,123.3711,overcast clouds,52.39,48,88,5.73,RU
1180,Karasjok,69.4719,25.5112,overcast clouds,43.59,81,90,3.27,NO
1181,Jambi,-1.6,103.6167,broken clouds,90.23,57,77,3.91,ID
1182,Mayo,38.8876,-76.5119,mist,71.55,94,0,5.75,US
1183,Kenora,49.8167,-94.4337,clear sky,47.37,57,0,6.91,CA
1184,Lae,-6.7221,146.9847,scattered clouds,92.07,68,26,8.68,PG
1185,Kommunar,59.6206,30.39,overcast clouds,50.52,53,92,6.33,RU
1186,Qostanay,53.1667,63.5833,light rain,48.49,100,100,8.95,KZ
1187,Mayumba,-3.432,10.6554,overcast clouds,74.44,83,97,7.47,GA
1188,Kodinar,20.7903,70.7031,overcast clouds,87.3,65,90,19.44,IN
1189,Paita,-5.0892,-81.1144,clear sky,65.57,84,8,11.34,PE
1190,Sibolga,1.7427,98.7792,overcast clouds,86.88,64,93,5.91,ID
1191,Micheweni,-4.9667,39.8333,overcast clouds,79.88,75,98,10.45,TZ
1192,Portoferraio,42.8115,10.3146,scattered clouds,65.08,84,41,14.56,IT
1193,Ladushkin,54.5703,20.171,broken clouds,48.06,80,78,5.06,RU
1194,Okha,53.5739,142.9478,overcast clouds,37.85,81,100,7.14,RU
1195,Pascagoula,30.3658,-88.5561,overcast clouds,73.45,95,100,3.44,US
1196,Ngunguru,-35.6167,174.5,overcast clouds,59.49,57,100,9.42,NZ
1197,Port Shepstone,-30.7414,30.455,few clouds,59.02,73,23,6.42,ZA
1198,Buin,-33.7333,-70.75,heavy intensity rain,64.11,44,100,2.17,CL
1199,Bell Ville,-32.6259,-62.6887,broken clouds,51.67,79,67,6.98,AR
1200,Goure,13.9835,10.2704,overcast clouds,86.02,17,85,7.74,NE
1201,Jiuquan,39.7432,98.5174,scattered clouds,86.9,11,42,25.52,CN
1202,Porto Santo,33.072,-16.3415,scattered clouds,64.78,68,40,12.66,PT
1203,Spas-Klepiki,55.1347,40.1767,broken clouds,40.75,55,66,10.89,RU
1204,Salinopolis,-0.6136,-47.3561,very heavy rain,77.0,85,100,5.91,BR
1205,Le Moule,16.3332,-61.3473,overcast clouds,77.04,73,100,11.83,GP
1206,Karpathos,35.507,27.2132,clear sky,67.96,83,0,13.8,GR
1207,Barguzin,53.6167,109.6167,light rain,57.6,47,61,6.42,RU
1208,Meulaboh,4.1363,96.1285,overcast clouds,84.47,68,100,2.89,ID
1209,Manta,-0.95,-80.7333,overcast clouds,74.98,83,100,12.66,EC
1210,Padang,-0.9492,100.3543,overcast clouds,86.05,63,98,5.7,ID
1211,Lapa,-25.7697,-49.7158,overcast clouds,43.38,90,94,2.75,BR
1212,Zheleznodorozhnyy,55.7503,38.0042,overcast clouds,41.43,52,90,9.98,RU
1213,Tucupita,9.0622,-62.051,overcast clouds,72.01,97,100,4.65,VE
1214,Wasilla,61.5814,-149.4394,clear sky,67.42,25,0,23.02,US
1215,Richards Bay,-28.783,32.0377,moderate rain,64.04,92,100,15.59,ZA
1216,Bonthe,7.5264,-12.505,moderate rain,76.77,90,100,6.73,SL
1217,Lorengau,-2.0226,147.2712,overcast clouds,85.69,63,97,12.33,PG
1218,Sterling,39.0062,-77.4286,clear sky,70.09,95,0,11.5,US
1219,Nargana,9.4428,-78.5906,overcast clouds,80.64,87,85,7.56,PA
1220,Chernoyerkovskaya,45.4331,37.7686,overcast clouds,58.93,74,90,12.01,RU
1221,Bhinmal,25.0,72.25,broken clouds,92.88,47,54,23.11,IN
1222,Kutum,14.2,24.6667,few clouds,72.97,21,22,6.73,SD
1223,Bozoum,6.3193,16.3799,overcast clouds,68.18,93,100,5.06,CF
1224,Juan Lacaze,-34.4342,-57.4381,broken clouds,51.12,86,54,10.22,UY
1225,Brainerd,46.358,-94.2008,clear sky,46.18,65,0,0.0,US
1226,Saint-Georges,12.0564,-61.7485,overcast clouds,78.8,80,100,12.62,GD
1227,Kushima,31.4583,131.2333,light rain,76.6,53,100,5.39,JP
1228,Champua,22.0833,85.6667,few clouds,99.93,23,17,4.65,IN
1229,Hofn,64.2539,-15.2082,overcast clouds,44.74,65,88,5.1,IS
1230,Pamyat Parizhskoy Kommuny,56.1048,44.4952,broken clouds,37.35,66,54,9.93,RU
1231,Afsin,38.2477,36.914,overcast clouds,60.57,49,95,13.44,TR
1232,Banda Aceh,5.5577,95.3222,overcast clouds,87.6,63,96,14.61,ID
1233,Keetmanshoop,-26.5833,18.1333,clear sky,51.76,63,8,7.47,NA
1234,Sonkovo,57.7782,37.1571,overcast clouds,39.61,58,91,12.26,RU
1235,Pafos,34.7667,32.4167,clear sky,67.23,72,0,4.61,CY
1236,Batagay-Alyta,67.8006,130.4114,clear sky,44.64,56,10,6.44,RU
1237,Fulton,33.7668,-84.4499,light rain,76.55,78,75,11.5,US
1238,Teya,60.3778,92.6267,clear sky,69.33,36,1,7.05,RU
1239,Yeppoon,-23.1333,150.7333,overcast clouds,71.38,87,98,16.93,AU
1240,Nicoya,10.1483,-85.452,overcast clouds,77.92,88,100,0.72,CR
1241,Tual,-5.6667,132.75,few clouds,83.32,76,15,13.42,ID
1242,Nome,64.5011,-165.4064,clear sky,65.16,33,0,11.5,US
1243,Maunabo,18.0072,-65.8993,scattered clouds,80.44,82,49,11.18,PR
1244,Cootamundra,-34.65,148.0333,few clouds,64.94,59,23,11.97,AU
1245,Qasigiannguit,68.8193,-51.1922,overcast clouds,32.25,85,100,7.07,GL
1246,Cherskiy,68.75,161.3,overcast clouds,59.02,33,97,13.27,RU
1247,Rylsk,51.5655,34.6822,broken clouds,45.09,80,75,6.38,RU
1248,Yantzaza,-3.8278,-78.7594,light rain,66.16,99,71,0.45,EC
1249,Kaeo,-35.1,173.7833,overcast clouds,58.21,71,100,7.0,NZ
1250,Inhambane,-23.865,35.3833,thunderstorm with light rain,66.18,94,75,3.44,MZ
1251,Yaransk,57.3033,47.8861,light snow,35.19,87,100,9.69,RU
1252,Wilmington,34.2257,-77.9447,overcast clouds,74.98,85,100,9.22,US
1253,Itarema,-2.9248,-39.9167,few clouds,74.21,89,11,7.92,BR
1254,Fukue,32.6881,128.8419,clear sky,73.76,73,0,4.61,JP
1255,Tikrit,34.6071,43.6782,overcast clouds,76.86,22,99,22.53,IQ
1256,Ola,59.5833,151.2833,moderate rain,41.14,93,100,20.47,RU
1257,Brodowski,-20.9845,-47.6572,clear sky,50.0,75,4,3.8,BR
1258,Kloulklubed,7.0419,134.2556,overcast clouds,84.7,71,98,11.12,PW
1259,Sankt Georgen,47.1425,16.5815,overcast clouds,58.1,68,96,4.5,HU
1260,Begunitsy,59.5855,29.3176,broken clouds,49.51,67,73,7.34,RU
1261,Narsaq,60.9167,-46.05,overcast clouds,37.62,93,88,2.51,GL
1262,Ulaangom,49.9811,92.0667,clear sky,80.33,21,10,13.8,MN
1263,Illapel,-31.6308,-71.1653,overcast clouds,61.63,54,94,1.25,CL
1264,Constantine,36.365,6.6147,clear sky,70.2,29,2,5.1,DZ
1265,Oussouye,12.485,-16.5469,broken clouds,72.14,80,76,7.09,SN
1266,Bone,51.9669,12.1396,broken clouds,53.29,82,75,8.01,DE
1267,Heishan,41.6892,122.1128,overcast clouds,89.71,25,86,13.58,CN
1268,Comendador,18.8775,-71.7028,overcast clouds,71.15,90,99,1.45,DO
1269,Kharp,66.8014,65.8081,overcast clouds,41.2,79,92,24.94,RU
1270,Nagar Karnul,16.4821,78.3247,clear sky,90.12,43,0,17.2,IN
1271,Corinto,37.9407,22.9573,clear sky,68.9,76,1,1.99,GR
1272,Pavlovo,55.9686,43.0912,broken clouds,38.08,64,52,10.6,RU
1273,Coxim,-18.5067,-54.76,clear sky,60.04,43,7,3.69,BR
1274,Sunrise Manor,36.2111,-115.0731,clear sky,89.11,10,0,10.36,US
1275,Tias,28.9611,-13.645,clear sky,64.08,77,0,13.8,ES
1276,Lipany,49.1538,20.9638,scattered clouds,51.96,82,26,4.07,SK
1277,Jerantut,3.936,102.3626,broken clouds,92.91,53,84,0.96,MY
1278,Srikakulam,18.3,83.9,overcast clouds,98.15,39,93,4.32,IN
1279,Harstad,68.799,16.5293,broken clouds,50.31,98,76,8.01,NO
1280,Veraval,20.9,70.3667,broken clouds,86.76,69,82,19.24,IN
1281,Anloga,5.7947,0.8973,overcast clouds,78.51,80,99,6.29,GH
1282,Vardo,70.3705,31.1107,overcast clouds,37.38,87,100,14.97,NO
1283,Palmer,42.1584,-72.3287,scattered clouds,69.17,85,40,11.5,US
1284,Sitka,57.0531,-135.33,light rain,51.69,71,100,5.75,US
1285,Touros,-5.1989,-35.4608,scattered clouds,73.65,93,42,11.86,BR
1286,Mulanje,-16.0316,35.5,scattered clouds,70.41,70,36,0.4,MW
1287,Sisimiut,66.9395,-53.6735,overcast clouds,32.85,82,100,7.92,GL
1288,Port Macquarie,-31.4333,152.9167,light rain,60.89,77,94,7.16,AU
1289,Acarau,-2.8856,-40.12,clear sky,75.0,87,8,8.25,BR
1290,Upice,50.5124,16.0161,scattered clouds,50.36,78,35,2.51,CZ
1291,Broome,42.2506,-75.833,broken clouds,52.57,89,75,5.75,US
1292,Key Largo,25.0865,-80.4473,overcast clouds,82.0,73,92,17.07,US
1293,Lavrentiya,65.5833,-171.0,overcast clouds,39.6,77,99,1.92,RU
1294,Biak,-0.9131,122.8766,scattered clouds,82.69,72,43,4.27,ID
1295,Caluquembe,-13.7833,14.6833,clear sky,50.52,64,1,1.92,AO
1296,Vila,42.0304,-8.1588,overcast clouds,48.7,94,92,1.72,PT
1297,Dawson Creek,55.7666,-120.2362,scattered clouds,62.24,23,40,10.36,CA
1298,Pauini,-7.7136,-66.9764,overcast clouds,74.64,82,98,1.45,BR
1299,Miri,4.4148,114.0089,scattered clouds,93.34,59,40,4.61,MY
1300,Tandil,-37.3217,-59.1332,overcast clouds,54.68,73,100,6.78,AR
1301,Maltahohe,-24.8333,16.9833,scattered clouds,45.37,72,49,5.64,NA
1302,Gonen,40.1049,27.654,broken clouds,69.03,43,75,4.41,TR
1303,Key West,24.5557,-81.7826,few clouds,82.4,78,20,16.11,US
1304,Ambulu,-8.345,113.6058,few clouds,87.48,58,24,3.94,ID
1305,Venice,27.0998,-82.4543,mist,82.44,92,75,6.91,US
1306,Champerico,14.3,-91.9167,broken clouds,81.0,77,57,2.68,GT
1307,Haines Junction,60.7522,-137.5108,overcast clouds,51.75,32,100,12.66,CA
1308,Beyneu,45.3167,55.2,clear sky,73.17,26,0,24.63,KZ
1309,Sungaipenuh,-2.0833,101.3833,broken clouds,82.04,47,53,4.99,ID
1310,Kachiry,53.0675,76.1036,clear sky,63.43,32,6,13.89,KZ
1311,Morant Bay,17.8815,-76.4093,broken clouds,82.02,88,74,10.2,JM
1312,Tolaga Bay,-38.3667,178.3,clear sky,55.4,78,6,9.33,NZ
1313,Santa Maria,-29.6842,-53.8069,clear sky,50.47,93,0,2.39,BR
1314,Lasa,46.6166,10.7002,overcast clouds,58.08,71,91,2.3,IT
1315,Kalemie,-5.9475,29.1947,overcast clouds,70.59,80,100,0.98,CD
1316,Yatou,37.15,122.3833,overcast clouds,79.2,40,98,16.31,CN
1317,Alta Floresta,-9.8756,-56.0861,clear sky,63.97,74,1,2.39,BR
1318,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,scattered clouds,69.73,99,46,0.98,BR
1319,Yulara,-25.2406,130.9889,overcast clouds,74.5,25,100,8.43,AU
1320,Aksarka,66.5606,67.7975,overcast clouds,42.64,79,100,25.75,RU
1321,Avera,33.194,-82.5271,overcast clouds,71.65,92,100,3.58,US
1322,Barao De Melgaco,-16.1944,-55.9675,few clouds,62.15,56,16,1.92,BR
1323,Itaituba,-4.2761,-55.9836,overcast clouds,75.52,83,86,0.22,BR
1324,Turayf,31.6725,38.6637,clear sky,57.45,82,0,11.5,SA
1325,Pemba,-12.974,40.5178,clear sky,74.3,85,6,4.99,MZ
1326,Ust-Koksa,50.2696,85.6108,broken clouds,68.31,53,72,6.85,RU
1327,Newport,51.5877,-2.9984,overcast clouds,55.69,83,95,5.48,GB
1328,Manaus,-3.1019,-60.025,clear sky,79.29,83,0,4.61,BR
1329,Tokonou,9.65,-9.7833,overcast clouds,69.31,90,92,3.44,GN
1330,Perth,-31.9333,115.8333,overcast clouds,60.04,95,100,13.8,AU
1331,Payo,-3.7508,103.6372,scattered clouds,91.56,53,50,2.59,ID
1332,Lodja,-3.4833,23.4333,overcast clouds,68.97,98,99,1.41,CD
1333,Abnub,27.2696,31.1511,clear sky,66.42,35,0,5.93,EG
1334,Mareeba,-17.0,145.4333,broken clouds,80.44,72,57,4.83,AU
1335,Ariquemes,-9.9133,-63.0408,scattered clouds,70.9,86,45,1.34,BR
1336,La Asuncion,11.0333,-63.8628,overcast clouds,80.33,83,99,12.66,VE
1337,El Ejido,36.7763,-2.8146,clear sky,66.74,59,4,5.82,ES
1338,Puerto Madryn,-42.7692,-65.0385,few clouds,46.4,42,17,17.27,AR
1339,Rambha,19.5167,85.1,overcast clouds,95.49,52,94,8.05,IN
1340,Rio Claro,-22.4114,-47.5614,few clouds,51.49,81,14,2.53,BR
1341,Talagang,32.9297,72.4158,scattered clouds,90.18,22,43,14.58,PK
1342,Neuquen,-38.9516,-68.0591,overcast clouds,44.1,52,99,4.09,AR
1343,Akyab,20.15,92.9,heavy intensity rain,80.6,78,100,6.64,MM
1344,Luyang,27.6239,110.0989,overcast clouds,76.89,65,100,0.92,CN
1345,Suntar,62.1444,117.6319,overcast clouds,65.59,38,92,6.64,RU
1346,Puerto Del Rosario,28.5004,-13.8627,overcast clouds,67.75,73,100,13.8,ES
1347,Muzhi,65.3667,64.6667,light rain,37.22,96,100,15.77,RU
1348,Riberalta,-10.9833,-66.1,overcast clouds,74.71,78,100,0.29,BO
1349,Valentin Gomez Farias,28.2167,-106.5833,broken clouds,66.06,49,64,11.25,MX
1350,High Prairie,55.4334,-116.4858,broken clouds,47.75,69,70,3.51,CA
1351,Tala,30.6803,30.9429,clear sky,69.85,60,0,8.61,EG
1352,Kyren,51.6828,102.1408,overcast clouds,57.31,84,92,4.14,RU
1353,Grande Prairie,55.1667,-118.8027,scattered clouds,57.38,33,40,11.5,CA
1354,Tazovskiy,67.4667,78.7,broken clouds,46.04,77,58,20.09,RU
1355,Fairbanks,64.8378,-147.7164,clear sky,62.6,30,0,17.27,US
1356,Aksu,41.1231,80.2644,overcast clouds,85.8,12,100,9.24,CN
1357,Trincomalee,8.5711,81.2335,broken clouds,89.19,60,54,20.29,LK
1358,Linda,39.1277,-121.5508,haze,75.31,29,0,4.61,US
1359,Tourlaville,49.6383,-1.5664,mist,54.82,100,100,8.05,FR
1360,Howard Springs,-12.497,131.047,broken clouds,92.82,45,74,6.22,AU
1361,Nantucket,41.2835,-70.0995,fog,60.91,98,100,11.5,US
1362,Los Llanos De Aridane,28.6585,-17.9182,overcast clouds,65.95,75,100,11.5,ES
1363,Princes Town,10.2667,-61.3833,overcast clouds,75.61,95,99,6.04,TT
1364,Krutikha,53.9599,81.2093,scattered clouds,63.73,29,42,10.83,RU
1365,Robertsport,6.7533,-11.3686,light rain,77.38,88,100,11.65,LR
1366,Tabou,4.423,-7.3528,light rain,75.13,91,100,3.0,CI
1367,Oranzherei,45.8476,47.5663,scattered clouds,66.42,53,48,11.72,RU
1368,Mitsamiouli,-11.3847,43.2844,overcast clouds,79.12,77,100,8.19,KM
1369,Koumac,-20.5667,164.2833,broken clouds,77.05,74,66,14.97,NC
1370,Kiruna,67.8557,20.2251,broken clouds,41.92,87,75,0.0,SE
1371,Umm Lajj,25.0213,37.2685,clear sky,78.8,53,0,15.86,SA
1372,Barroquinha,-3.0189,-41.1361,few clouds,70.92,97,15,2.66,BR
1373,Porbandar,21.6422,69.6093,broken clouds,86.16,71,82,22.19,IN
1374,Keffi,8.8486,7.8736,light rain,73.17,93,91,2.26,NG
1375,Batticaloa,7.7102,81.6924,scattered clouds,90.32,51,49,3.09,LK
1376,Keuruu,62.2667,24.7,broken clouds,48.38,46,63,3.42,FI
1377,Honningsvag,70.9821,25.9704,clear sky,44.35,76,0,14.97,NO
1378,Vokhma,58.9303,46.7586,overcast clouds,35.74,78,99,7.85,RU
1379,Kuloy,61.0305,42.4925,light snow,31.96,82,100,11.39,RU
1380,Alice Springs,-23.7,133.8833,broken clouds,74.75,32,67,6.91,AU
1381,Garowe,8.4054,48.4845,overcast clouds,84.87,49,98,23.2,SO
1382,Amuntai,-2.4177,115.2494,broken clouds,88.99,62,61,2.62,ID
1383,Terrak,65.087,12.3715,overcast clouds,55.27,73,98,7.2,NO
1384,Surt,31.2089,16.5887,clear sky,68.86,37,0,5.53,LY
1385,Liseleje,56.0053,11.9483,overcast clouds,53.89,88,100,1.99,DK
